Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,hourly,employer_provided,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Engineer,3.4,"MetroStar Systems
3.4","Rockville, MD","Reston, VA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,0,0,109,"MetroStar Systems
", MD,0,21,0,0,0,1,0
"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,0,0,254,"Liberty Mutual Insurance
", IL,0,108,1,0,0,0,0
"Scientist, Molecular/Cellular Biologist",2.9,"Audentes Therapeutics
2.9","South San Francisco, CA","San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,73,"Audentes Therapeutics
", CA,0,8,0,0,0,0,0
Staff Scientist-Downstream Process Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,81,"Advanced BioScience Laboratories
", MD,1,59,0,0,0,0,1
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,27.5,"Beebe Healthcare
", DE,0,85,0,0,0,0,0
Scientist - Analytical Services,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,99.5,"Reynolds American
", NC,1,145,0,0,0,0,1
Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3","Richfield, OH","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,0,0,45.5,"National Interstate
", OH,1,31,0,0,0,0,0
Sr. Data Engineer,4.5,"Moser Consulting
4.5","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,0,0,122.5,"Moser Consulting
", IN,1,24,1,0,1,1,0
Senior Insurance Data Scientist,3.9,"TransUnion
3.9","Chicago, IL","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,0,0,140,"TransUnion
", IL,1,52,1,0,0,0,1
Senior Data Science Systems Engineer,3.2,"MITRE
3.2","Hampton, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,0,0,77.5,"MITRE
", VA,0,62,0,0,0,0,0
ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,"Mcphail Associates
3.3","Cambridge, MA","Cambridge, MA",1 to 50 employees,1976,Company - Private,Construction,"Construction, Repair & Maintenance",1,1,26.5,"Mcphail Associates
", MA,1,44,0,0,0,0,1
Senior Scientist - Regulatory Submissions,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,117.5,"Reynolds American
", NC,1,145,0,0,0,0,1
Scientist - Biomarker and Flow Cytometry,2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,70.5,"Crown Bioscience
", CA,1,14,0,0,0,0,0
Revenue Analytics Manager,4.8,"HOVER
4.8","San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,0,0,61.5,"HOVER
", CA,1,9,0,0,0,0,1
"Associate Scientist, LC/MS Biologics",2.9,"Q2 Solutions
2.9","Ithaca, NY","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,70,"Q2 Solutions
", NY,0,5,0,0,0,0,1
Sr. Scientist Method Development,2.9,"Q2 Solutions
2.9","Marietta, GA","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,80,"Q2 Solutions
", GA,0,5,0,0,0,0,1
IT - Data Engineer II,3.4,"Arbella Insurance
3.4","Quincy, MA","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance Carriers,Insurance,0,0,90,"Arbella Insurance
", MA,1,32,0,0,1,0,1
"Research Scientist, Immunology - Cancer Biology",-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,0,1,120,Kronos Bio, MA,0,-1,0,0,0,0,1
"Project Scientist - Auton Lab, Robotics Institute",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,73.5,"Software Engineering Institute
", PA,1,36,0,0,0,0,1
Data Scientist,3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0,0,91,"Zimmerman Advertising
", FL,1,36,1,0,0,0,1
Data Scientist,5,"BPA Services
5.0","Washington, DC","Alexandria, VA",Unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,1,155,"BPA Services
", DC,0,-1,0,0,0,1,1
"Enterprise Architect, Data",3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,129.5,"MassMutual
", MA,0,169,1,0,1,1,1
"Senior Manager, Epidemiologic Data Scientist",4,"Pfizer
4.0","New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,167.5,"Pfizer
", NY,1,171,0,0,0,1,1
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,"Associated Banc-Corp
3.8","Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,0,0,60,"Associated Banc-Corp
", WI,1,150,0,0,0,1,1
Lead Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,0,0,180,"Zest AI
", CA,1,11,1,0,0,0,1
"Marketing Data Analyst, May 2020 Undergrad",3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,65,"Fareportal
", NY,1,18,0,0,0,0,1
Senior Data Engineer,4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,0,0,112.5,"Genesys
", NC,0,30,1,0,1,1,0
Senior Data Analyst,1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,0,0,87.5,"Moda Operandi
", NY,1,10,1,0,0,0,1
Data Modeler - Data Solutions Engineer,3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,0,0,51.5,"Liberty Mutual Insurance
", IN,0,108,1,0,0,0,1
Associate Environmental Scientist - Wildlife Biologist,4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,0,0,51,"QK
", CA,0,48,0,0,0,0,1
"Associate, Data Science, Internal Audit",3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,0,0,62.5,"Santander
", MA,0,164,1,0,0,0,1
Sr Data Engineer (Sr BI Developer),3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,0,0,100,"Tivity Health
", AZ,0,39,0,0,0,0,0
Data Engineer,4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,0,0,85,"BRMi
", VA,0,16,1,0,1,1,0
Senior LiDAR Data Scientist,3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,0,0,122,"Luminar Technologies
", FL,1,8,1,0,0,1,0
Salesforce Analytics Consultant,3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,66.5,"Emtec, Inc.
", IL,0,25,1,0,0,0,0
"Technology-Minded, Data Professional Opportunities",4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,0,0,70.5,"Veterans United Home Loans
", MO,1,18,0,0,1,0,1
Senior Data Engineer,4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,0,0,138.5,"Praetorian
", TX,1,10,1,0,1,0,0
Managing Data Scientist/ML Engineer,3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,0,0,107.5,"PA Consulting
", MA,0,77,0,0,1,0,1
"Scientist, Pharmacometrics",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,120.5,"Agios Pharmaceuticals
", MA,1,12,0,0,0,0,0
Staff Scientist- Upstream PD,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,81,"Advanced BioScience Laboratories
", MD,1,59,0,0,0,0,0
Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,103.5,"Reynolds American
", KY,0,145,0,0,0,0,0
Sr. Data Engineer,3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,0,0,107.5,"Echo Global Logistics
", IL,1,15,0,0,0,0,0
Lead Big Data Engineer,4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,0,0,162,"Glassdoor
", CA,0,13,1,0,1,1,1
Product Engineer – Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,68.5,"Esri
", CA,1,51,1,0,1,0,1
Sr Software Engineer (Data Scientist),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,0,0,110.5,"Assurant
", OH,0,42,0,0,0,0,1
College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,0,0,81,"Caterpillar
", IL,0,95,0,0,0,0,0
Senior Data Scientist,4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,0,0,130,"Equity Residential
", IL,1,27,1,0,1,0,1
Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,0,0,115.5,"F&G
", IA,1,-1,1,0,0,0,1
Senior Data Scientist Artificial Intelligence,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,80.5,"PNNL
", WA,1,55,0,0,0,0,0
Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,0,0,43,"GreatAmerica Financial Services
", IA,1,28,0,0,0,0,1
"Associate Director/Director, Safety Scientist",4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140,"Acceleron Pharma
", MA,1,17,0,0,0,0,1
"Senior Scientist, Cell Pharmacology/Assay Development",-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,0,1,120,Kronos Bio, MA,0,-1,0,0,0,0,0
Data Analyst Senior,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,0,0,66.5,"AmeriHealth Caritas
", PA,1,37,0,0,0,0,1
Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,0,0,94.5,"Strategic Employment Partners
", CA,0,14,1,0,0,1,0
Senior Data Scientist 4 Artificial Intelligence,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,119,"PNNL
", WA,0,55,0,0,0,0,0
Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,25,"Catholic Health Initiatives
", NE,0,24,0,0,0,0,0
"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,1,0,13.5,"FLEETCOR
", TN,0,20,0,0,0,0,1
"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,0,0,194.5,"Liberty Mutual Insurance
", IL,0,108,1,0,0,0,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,0,0,71.5,"Southwest Research Institute
", TX,1,73,1,0,0,1,1
Geospatial Software Developer and Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,0,0,105.5,"Applied Research Laboratories
", TX,1,-1,1,0,0,1,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,74,"Reynolds American
", NC,1,145,0,0,0,0,1
Systems Engineer II - Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,62.5,"Raytheon
", AL,0,98,0,0,0,0,1
Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,0,0,65.5,"RTI International
", NC,0,62,0,0,0,0,0
Director Data Science,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,0,0,161.5,"TRANZACT
", NJ,1,31,1,0,0,1,1
Sr Data Analyst - IT,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,72.5,"United BioSource
", PA,1,17,0,0,0,0,1
Senior Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,0,0,139,"Figure Eight
", CA,1,12,1,0,0,1,1
Senior Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,0,0,136.5,"Tapjoy
", CA,1,13,0,0,0,0,0
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,74.5,"Fareportal
", NY,1,18,1,0,1,0,0
Senior Scientist - Biostatistician,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,80.5,"Reynolds American
", NC,1,145,0,0,0,0,1
Data Scientist,3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,75.5,"Sartorius
", NM,0,150,1,0,0,0,1
Data Scientist,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,0,0,143.5,"1904labs
", MO,1,4,1,0,1,0,0
Data Scientist,5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,101,"Royce Geospatial
", VA,0,6,1,0,0,0,0
Data Engineer,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,92,"MassMutual
", MA,1,169,1,0,1,0,1
Computational Chemist/Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,76.5,"PNNL
", WA,1,55,1,0,0,0,0
Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140.5,"Recursion Pharmaceuticals
", UT,1,7,1,0,0,1,0
Data Scientist,3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,0,0,116.5,"Citi
", NJ,0,208,0,0,0,0,1
Principal Machine Learning Scientist,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,232.5,"Sage Intacct
", CA,0,21,1,0,0,0,0
Data Scientist,3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,120.5,"Scale AI
", CA,1,4,1,0,0,0,0
Product Engineer – Data Science,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,82,"Esri
", VA,0,51,1,0,0,0,0
"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
Data Scientist,2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,0,0,153,"Change Healthcare
", CA,0,13,1,0,1,1,0
Data Scientist,3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,0,0,127,"MZ
", CA,1,12,1,0,1,0,0
Data Scientist,4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,0,0,85.5,"HG Insights
", CA,1,10,1,0,1,0,1
Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,0,0,76.5,"1-800-FLOWERS.COM, Inc.
", NY,1,44,1,0,0,0,1
Data Scientist,3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,0,0,128,"CBS Interactive
", NY,0,28,1,0,1,0,0
Data Engineer,3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,0,0,91.5,"Numeric, LLC
", PA,0,-1,1,0,1,1,1
"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,134.5,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
Data Scientist,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,0,0,164.5,"Samba TV
", CA,1,12,0,0,0,0,0
Software Engineer - Data Visualization,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,0,0,93.5,"ClearEdge
", MD,1,18,0,0,0,0,1
Market Data Analyst,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,0,0,44,"SV Microwave
", FL,1,29,0,0,0,0,0
Staff Data Engineer,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,0,0,149.5,"Sumo Logic
", TX,0,10,0,0,1,1,0
Associate Data Engineer,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,0,0,65.5,"EAB
", DC,1,13,0,0,1,1,1
Data Engineer,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,109,"SpringML
", VA,0,5,1,0,1,0,0
Staff Data Engineer,3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,177,"Samsung Research America
", CA,1,32,1,0,1,1,0
Data Scientist,4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,107,"Systems & Technology Research
", VA,0,10,1,0,1,0,1
Data Scientist,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,154.5,"Netskope
", CA,1,8,1,0,1,0,1
Data Scientist,4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,0,0,113.5,"Lorven Technologies Inc
", CA,0,-1,1,0,1,0,0
Senior Data Scientist,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,0,0,124.5,"Brighthouse Financial
", NC,1,3,1,0,1,0,1
Data Scientist,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,143.5,"CareDx
", CA,1,-1,1,0,0,0,1
Data Scientist,3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,0,0,113.5,"Serigor Inc.
", CA,0,-1,1,0,0,0,0
Data Scientist,3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,101.5,"Leidos
", VA,0,51,1,0,0,1,0
"Data Analyst, Performance Partnership",3.6,"Beckman Coulter Diagnostics
3.6","New York, NY","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,0,0,73,"Beckman Coulter Diagnostics
", NY,0,85,0,0,0,1,1
Data Scientist,3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,0,0,80.5,"IHS Markit
", NY,0,4,1,0,0,1,0
Data Scientist,-1,ALIN,"New York, NY","Noida, India",Unknown,-1,Company - Private,-1,-1,0,0,110.5,ALIN, NY,0,-1,1,0,0,0,0
Staff BI and Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,0,0,114,"Affinity Solutions
", CA,0,22,1,0,1,0,0
Data Scientist,3.5,"e-IT Professionals Corp.
3.5","Foster City, CA","Canton, MI",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,0,0,139.5,"e-IT Professionals Corp.
", CA,0,-1,1,0,0,0,0
Data Scientist,4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,0,0,145.5,"TechProjects
", NY,0,9,1,0,0,0,1
Data Scientist,4,"Biz2Credit Inc
4.0","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,0,0,87,"Biz2Credit Inc
", NY,1,13,0,0,0,0,1
Data Scientist,4.2,"PeoplesBank
4.2","Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,0,0,100.5,"PeoplesBank
", MA,1,135,0,0,0,0,1
Data Scientist Manager,3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,147,"Capgemini
", NY,0,53,1,0,1,0,1
Data Engineer,3.7,"GNY Insurance Companies
3.7","New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,0,0,110.5,"GNY Insurance Companies
", NY,1,106,1,0,0,0,1
Marketing Data Analyst,3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,0,0,49,"Citadel Federal Credit Union
", PA,1,83,1,0,0,0,0
Data Scientist,4.6,"Conch Technologies, Inc
4.6","Waltham, MA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,0,0,94,"Conch Technologies, Inc
", MA,0,-1,1,0,1,1,0
Senior Data Scientist,4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,123.5,"Medidata Solutions
", NY,1,21,1,0,0,1,0
"Principal Scientist, Hematology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
Data Analyst,3.7,"CALIBRE Systems
3.7","Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,0,0,71,"CALIBRE Systems
", VA,1,31,0,0,0,0,1
Software Data Engineer - College,4,"HP Inc.
4.0","Corvallis, OR","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,0,0,73,"HP Inc.
", OR,0,81,0,0,0,0,0
